ID,NDVI,TEMPERATURA
"1509",0.0447301157,13.00000
"1510",0.1472173929,11.00000
"1511",0.1631783992,11.00000
"1512",0.2286250442,11.00000
"1513",0.2130129039,7.00000
"1514",0.1623578817,6.00000
"1515",0.3523076475,6.00000
"1516",0.2940709293,6.00000
"1517",0.2064772695,6.00000
"1519",0.1778589189,12.00000
"1520",0.0696858689,10.00000
"1521",0.1517287791,11.00000
"1522",0.1312289983,4.00000
"1523",0.0618109480,7.00000
"1524",0.3687004447,10.00000
"1525",0.3162708283,10.00000
"1526",0.2272997349,11.00000
"1527",-0.0374031104,6.00000
"1528",-0.0772292987,6.00000
"1531",0.2492825389,11.00000
"1532",0.1734549701,12.00000
"1533",0.1134607270,10.00000
"1534",-0.0062831338,12.00000
"1535",0.1104290411,12.00000
"1536",0.4482689798,10.00000
"1537",0.0041143233,6.00000
"1538",0.3780167699,6.00000
"1539",0.3893162012,6.00000
"1540",0.0037195205,5.00000
"1542",0.2788536251,11.00000
"1543",0.2868105471,11.00000
"1544",0.1957045048,12.00000
"1545",0.1056280434,10.00000
"1546",0.1218854487,8.00000
"1547",0.3305359483,10.00000
"1548",0.0627438650,10.00000
"1549",0.0612525083,10.00000
"1550",0.1493512243,7.00000
"1551",0.1413645893,8.00000
"1552",0.1263697892,12.00000
"1553",0.1659158468,11.00000
"1554",0.1915864050,11.00000
"1555",0.1670491844,11.00000
"1556",0.1438080072,11.00000
"1557",0.3958185613,9.00000
"1558",0.4397082925,9.00000
"1559",-0.0026351169,6.00000
"1560",0.2869559228,5.00000
"1561",0.2184498608,4.00000
"1563",0.2291001528,12.00000
"1564",0.1567950994,10.00000
"1565",0.0698160753,10.00000
"1566",0.1481448859,12.00000
"1567",0.1326831579,11.00000
"1568",0.1479875743,10.00000
"1569",0.1327137053,9.00000
"1570",0.2494705916,11.00000
"1571",0.3086121976,10.00000
"1572",0.2263425291,10.00000
"1573",-0.0157148782,6.00000
"1574",0.2171785086,5.00000
"1575",0.0064098048,6.00000
"1576",0.3807049394,5.00000
"1577",-0.0814832598,6.00000
"1579",0.3048280776,11.00000
"1580",0.1606843173,12.00000
"1581",0.1909425110,10.00000
"1582",0.1511172801,9.00000
"1583",0.1181178540,8.00000
"1584",0.1855984032,11.00000
"1585",0.1870476156,11.00000
"1586",0.1360807866,11.00000
"1587",0.1291261017,11.00000
"1588",0.2676300704,4.00000
"1590",0.2720738053,11.00000
"1591",0.1945510060,12.00000
"1592",0.1285183728,10.00000
"1593",0.1044189632,10.00000
"1594",0.1199977249,10.00000
"1595",0.2207297385,11.00000
"1596",0.1192230582,3.00000
"1597",0.1543207914,11.00000
"1598",0.2937781513,12.00000
"1599",0.2924360931,5.00000
"1600",0.1990913004,9.00000
"1601",0.2333605140,12.00000
"1602",0.1698724031,12.00000
"1603",0.1959937215,12.00000
"1604",0.1695293486,12.00000
"1605",0.1992845982,9.00000
"1606",0.1474152207,8.00000
"1607",0.1430722922,8.00000
"1608",0.1597553045,11.00000
"1609",0.1799283624,11.00000
"1610",0.1445050538,12.00000
"1611",0.1455622017,12.00000
"1612",0.0739234909,12.00000
"1613",0.1620254815,11.00000
"1614",0.2833530605,11.00000
"1615",0.3276840150,11.00000
"1616",-0.1133577079,6.00000
"1617",0.4567087293,6.00000
"1618",0.4264989197,7.00000
"1623",0.2237897366,12.00000
"1624",0.1796411127,12.00000
"1625",0.1994533092,11.00000
"1626",0.1096145511,8.00000
"1627",0.1524606049,12.00000
"1628",0.1411396116,12.00000
"1629",0.1293415576,5.00000
"1630",0.1354945898,11.00000
"1631",0.1241451874,11.00000
"1632",0.2024269104,11.00000
"1633",-0.0099181123,6.00000
"1634",0.3565049171,4.00000
"1635",0.3123389780,4.00000
"1636",0.3776569962,6.00000
"1637",0.4855808318,6.00000
"1638",0.2205694020,12.00000
"1639",0.1572713256,12.00000
"1640",0.1218336150,10.00000
"1641",0.1375356615,11.00000
"1642",0.1600044072,12.00000
"1643",0.1501875669,4.00000
"1644",0.1581786126,11.00000
"1645",0.1985334903,11.00000
"1646",0.1739643514,11.00000
"1647",0.2590783238,11.00000
"1648",0.3601111472,6.00000
"1649",0.4517948628,6.00000
"1651",0.1235646308,12.00000
"1652",0.1622904390,11.00000
"1653",0.1160132065,10.00000
"1654",0.2066292167,10.00000
"1655",0.1688706279,11.00000
"1656",0.1064071879,11.00000
"1657",0.1613046676,6.00000
"1658",0.3187026084,12.00000
"1659",0.3031787574,12.00000
"1660",0.2611585259,12.00000
"1661",0.1594642252,11.00000
"1662",0.3489538133,10.00000
"1663",0.1055513099,5.00000
"1664",0.2922909558,11.00000
"1665",0.2803447247,11.00000
"1666",0.0854907483,8.00000
"1667",0.1469729245,11.00000
"1668",0.1510050297,12.00000
"1669",0.0715438426,11.00000
"1670",0.0750567690,10.00000
"1671",0.1704512834,11.00000
"1672",0.4081832766,6.00000
"1673",-0.0978335515,7.00000
"1674",0.1183163747,12.00000
"1675",0.1651124805,7.00000
"1676",0.0611638650,11.00000
"1677",0.2497843355,11.00000
"1678",0.1766812652,13.00000
"1679",0.1431196034,11.00000
"1680",0.1097926199,11.00000
"1681",0.2872941792,12.00000
"1682",0.3192969561,12.00000
"1683",0.2640821636,12.00000
"1684",0.4765868783,8.00000
"1685",0.5238932371,7.00000
"1686",0.3748991787,7.00000
"1687",-0.0443884470,5.00000
"1688",-0.0352749377,5.00000
"1689",0.2516531050,5.00000
"1690",-0.0378339179,5.00000
"1691",-0.0658512935,4.00000
"1692",-0.0692684352,4.00000
"1693",0.0968369395,10.00000
"1694",0.1924020350,13.00000
"1695",0.1008141860,12.00000
"1696",0.0725635290,11.00000
"1697",0.0892663151,10.00000
"1698",0.1057318225,8.00000
"1699",0.2076303214,12.00000
"1700",0.1785283834,12.00000
"1701",0.1605289877,11.00000
"1702",-0.0121440236,6.00000
"1703",0.3776168227,6.00000
"1704",0.4782201052,6.00000
"1705",-0.0679074153,7.00000
"1706",-0.0672094747,5.00000
"1708",0.1950594336,12.00000
"1709",0.0402930416,11.00000
"1710",0.1302899420,10.00000
"1711",0.2280780077,10.00000
"1712",0.1816121787,11.00000
"1713",0.1401900649,5.00000
"1714",0.4721936286,6.00000
"1715",0.3309717178,9.00000
"1716",0.2482143938,8.00000
"1717",0.1356500536,13.00000
"1718",0.2003978789,11.00000
"1719",0.1348556727,12.00000
"1720",0.1828308255,12.00000
"1721",0.1080056205,9.00000
"1722",0.1391267180,8.00000
"1723",0.0810836926,8.00000
"1724",0.1234506965,10.00000
"1725",0.2322295457,12.00000
"1726",0.1609505117,12.00000
"1727",0.1947485060,12.00000
"1728",0.1686255336,13.00000
"1729",0.3116713762,9.00000
"1730",0.1244316846,6.00000
"1731",0.4677588642,6.00000
"1732",0.4693451524,6.00000
"1734",0.2031742930,13.00000
"1735",0.2536890209,11.00000
"1736",0.3297441006,11.00000
"1737",0.1650077850,12.00000
"1738",0.1339912266,10.00000
"1739",0.1245678663,9.00000
"1740",0.1650878340,11.00000
"1741",0.1666517258,13.00000
"1742",0.1314638555,6.00000
"1743",0.1832747161,9.00000
"1744",0.1680082977,12.00000
"1745",0.2845058441,12.00000
"1746",0.1727570593,12.00000
"1747",0.2004481852,10.00000
"1748",-0.0911571085,5.00000
"1749",-0.0915342122,5.00000
"1750",0.1762185991,12.00000
"1751",0.0723902807,11.00000
"1752",0.1539850384,10.00000
"1753",0.1615067720,12.00000
"1754",0.1263529509,12.00000
"1755",0.1574209034,10.00000
"1756",0.1800488532,10.00000
"1757",0.1245361716,10.00000
"1758",0.0912731662,10.00000
"1759",0.1626029909,11.00000
"1760",0.2456628978,12.00000
"1761",0.4935512543,6.00000
"1762",0.4189337194,6.00000
"1763",0.4510486722,6.00000
"1764",0.2143246233,10.00000
"1765",0.3047927022,10.00000
"1766",0.1714765578,11.00000
"1767",0.1291646957,10.00000
"1768",0.1319847852,10.00000
"1769",0.1857885420,10.00000
"1770",0.2700006068,13.00000
"1771",0.1358731091,10.00000
"1772",0.4684027135,6.00000
"1773",0.3825813234,6.00000
"1774",-0.0832610056,7.00000
"1775",-0.0923432335,5.00000
"1776",0.2301720083,12.00000
"1777",0.1533949673,12.00000
"1778",0.1153130159,11.00000
"1779",0.1604383737,13.00000
"1780",0.1540504694,9.00000
"1781",0.1552406550,10.00000
"1782",0.1390559524,10.00000
"1783",0.4487380683,7.00000
"1784",0.3885692358,6.00000
"1785",0.2143126130,10.00000
"1786",-0.0937446430,5.00000
"1788",0.1366893798,10.00000
"1789",0.1802313030,12.00000
"1790",0.1385501772,11.00000
"1791",0.1371673495,10.00000
"1792",0.1498002261,9.00000
"1793",0.1338108778,9.00000
"1794",0.0749974772,11.00000
"1795",0.1293439716,11.00000
"1796",0.1031274944,9.00000
"1797",0.1624258608,10.00000
"1798",0.2678976059,12.00000
"1799",0.4941053093,8.00000
"1800",0.5079045296,7.00000
"1801",0.3877172172,6.00000
"1802",0.4647343755,6.00000
"1803",0.4630538225,7.00000
"1804",0.3171766400,12.00000
"1806",0.1545681208,11.00000
"1807",0.1611124575,9.00000
"1808",0.1572021544,10.00000
"1809",0.1512669325,10.00000
"1810",0.0343535952,10.00000
"1811",0.1725294143,8.00000
"1812",0.4580216706,6.00000
"1813",0.4274920523,8.00000
"1814",0.3004189730,11.00000
"1815",0.1575838476,12.00000
"1816",0.1503482908,11.00000
"1817",0.0415047668,11.00000
"1818",0.0468970984,10.00000
"1819",0.2830176354,12.00000
"1820",0.1817136407,9.00000
"1821",0.1689675897,9.00000
"1822",0.0812985227,10.00000
"1823",0.2118770480,8.00000
"1824",0.1978313327,8.00000
"1825",0.1787252575,12.00000
"1826",0.2069493085,12.00000
"1827",0.2419675738,10.00000
"1828",0.4696661532,6.00000
"1829",0.4736920893,6.00000
"1830",0.4574586153,8.00000
"1831",0.3017359078,13.00000
"1833",0.0722845495,13.00000
"1834",0.1567536891,13.00000
"1835",0.2354515195,11.00000
"1836",0.2531705797,9.00000
"1837",0.1110968888,12.00000
"1838",0.1492015868,12.00000
"1839",0.2452082336,14.00000
"1840",0.1375254393,10.00000
"1841",0.2078720778,8.00000
"1842",0.1842178106,10.00000
"1843",0.2808384597,11.00000
"1844",0.2427218854,10.00000
"1845",0.4322335720,6.00000
"1846",0.4307174981,8.00000
"1847",0.1430731714,10.00000
"1848",0.0664431676,13.00000
"1849",0.0257845540,11.00000
"1850",0.2117816508,13.00000
"1851",0.1206379756,13.00000
"1852",0.2020517141,13.00000
"1853",0.1586246341,13.00000
"1854",0.1506849378,12.00000
"1855",0.2304715514,12.00000
"1856",0.2786566317,12.00000
"1857",0.2301651537,12.00000
"1858",0.4248217940,8.00000
"1859",0.1026886180,9.00000
"1860",0.0563742295,13.00000
"1861",0.1733225435,11.00000
"1862",0.1747549027,11.00000
"1863",0.1392149329,12.00000
"1864",0.1697437763,12.00000
"1865",0.1323981583,12.00000
"1866",0.1415011287,8.00000
"1867",0.1645046771,9.00000
"1868",0.1584257782,12.00000
"1869",0.2977256775,12.00000
"1870",0.1953291446,10.00000
"1871",0.4256767333,7.00000
"1872",0.4545665085,7.00000
"1873",0.0245781485,6.00000
"1874",0.1946794838,13.00000
"1875",0.0375131592,12.00000
"1876",0.3351900280,12.00000
"1877",0.1818091422,12.00000
"1878",0.1352513284,9.00000
"1879",0.1683369875,12.00000
"1880",0.1771286875,9.00000
"1883",0.1625905335,12.00000
"1884",0.1904431730,12.00000
"1885",0.1628172547,11.00000
"1886",0.1433260739,11.00000
"1887",0.1414654404,11.00000
"1888",0.1630584151,12.00000
"1889",0.1257938594,12.00000
"1890",0.0674800277,11.00000
"1891",0.1088690385,9.00000
"1892",0.1381328553,9.00000
"1893",0.1133004949,11.00000
"1895",0.1098063290,12.00000
"1896",0.1433608681,12.00000
"1897",0.1478835940,11.00000
"1898",0.1607772708,11.00000
"1899",0.2279743701,12.00000
"1900",0.1421775520,8.00000
"1901",0.1679706871,12.00000
"1902",0.3155108094,8.00000
"1903",0.4289795160,6.00000
"1904",0.0874660537,8.00000
"1906",0.0730080903,13.00000
"1907",0.1437439919,12.00000
"1908",0.1305019259,11.00000
"1909",0.1418084949,9.00000
"1910",0.1499712616,12.00000
"1911",0.1387734264,12.00000
"1912",0.1439872384,13.00000
"1913",0.0587821528,12.00000
"1914",0.0631139204,11.00000
"1915",0.1113044545,10.00000
"1916",0.1046996042,11.00000
"1917",0.4524448812,6.00000
"1918",0.4270008206,6.00000
"1919",0.4794520438,7.00000
"1920",0.3683654964,11.00000
"1921",0.2080418468,12.00000
"1922",0.0813149661,10.00000
"1923",0.0832539201,9.00000
"1924",0.2473527193,12.00000
"1925",0.0781955346,12.00000
"1926",0.1555686742,10.00000
"1927",0.1716515720,13.00000
"1928",0.0562126003,11.00000
"1929",0.1308919936,10.00000
"1930",0.1220274866,9.00000
"1931",0.1028337330,10.00000
"1932",0.1158458069,11.00000
"1933",0.1768248528,12.00000
"1934",0.2818427384,10.00000
"1935",0.3619559109,6.00000
"1936",0.4979805350,7.00000
"1937",0.4801533818,7.00000
"1938",0.4450627267,8.00000
"1939",0.3310675323,11.00000
"1940",0.1588250995,12.00000
"1942",0.0612244904,14.00000
"1943",0.1227874458,11.00000
"1944",0.1627277583,11.00000
"1945",0.1165462807,12.00000
"1946",0.1113321334,10.00000
"1947",0.1569769383,12.00000
"1948",0.2166307270,9.00000
"1949",0.2903630435,11.00000
"1950",0.1791009754,12.00000
"1951",0.1457519233,8.00000
"1953",0.1514666974,12.00000
"1954",0.1503867060,12.00000
"1955",0.2383092940,11.00000
"1956",0.1301340610,12.00000
"1957",0.0826462507,11.00000
"1958",0.1287229508,12.00000
"1959",0.1662802398,12.00000
"1960",0.1239020824,12.00000
"1961",0.1855533421,12.00000
"1962",0.1504216194,10.00000
"1963",0.1451168209,12.00000
"1964",0.3802799285,9.00000
"1965",0.4253353476,7.00000
"1966",0.3669407368,6.00000
"1967",0.1852043122,12.00000
"1968",0.1285500228,12.00000
"1969",0.1471457481,10.00000
"1970",0.3887965083,10.00000
"1971",0.3136687875,6.00000
"1972",0.2856200337,6.00000
"1973",0.4432564676,8.00000
"1974",0.1305342019,11.00000
"1975",0.1256065667,11.00000
"1976",0.2136277407,11.00000
"1977",0.1195573211,12.00000
"1978",0.1162343323,12.00000
"1979",0.1699403971,12.00000
"1980",0.2040500939,12.00000
"1981",0.1412047893,12.00000
"1982",0.1947515905,11.00000
"1983",0.1939555705,11.00000
"1984",0.1368722469,12.00000
"1985",0.4487655461,6.00000
"1986",0.3131540120,6.00000
"1987",0.3737418055,6.00000
"1988",0.4790096879,6.00000
"1990",0.1839660704,13.00000
"1991",0.0219459366,12.00000
"1992",0.1754380465,12.00000
"1993",0.1426528394,12.00000
"1994",0.1359660625,12.00000
"1995",0.1520055681,12.00000
"1996",0.1579541117,12.00000
"1997",0.1393247396,12.00000
"1998",0.1620613337,12.00000
"1999",0.1450507492,12.00000
"2000",0.1674510390,11.00000
"2001",0.0961083025,10.00000
"2002",0.1562099457,10.00000
"2003",0.1887085289,11.00000
"2004",0.2122005820,12.00000
"2005",0.1429279000,11.00000
"2006",0.1516222656,11.00000
"2007",0.1684293747,12.00000
"2008",0.1875097156,13.00000
"2009",0.1757389456,10.00000
"2010",0.1306835264,10.00000
"2011",0.1771842390,9.00000
"2012",0.1880016178,12.00000
"2013",0.2255127728,8.00000
"2014",0.2495567352,5.00000
"2017",0.1479128599,12.00000
"2018",0.1926173419,12.00000
"2019",0.0927919820,12.00000
"2020",0.1479694098,12.00000
"2021",0.0969460830,13.00000
"2022",0.1426093429,12.00000
"2023",0.1955823600,12.00000
"2024",0.4308578968,11.00000
"2025",0.3061277568,12.00000
"2026",0.1323643178,11.00000
"2027",0.2693353593,4.00000
"2028",0.2919414639,3.00000
"2030",0.2011663616,13.00000
"2031",0.1627131998,12.00000
"2032",0.2409602404,12.00000
"2033",0.1460764557,12.00000
"2034",0.1421322972,12.00000
"2035",0.1709336042,12.00000
"2036",0.1321958900,11.00000
"2037",0.2578763962,11.00000
"2038",0.1337257177,11.00000
"2039",0.1447895169,10.00000
"2040",0.1822877824,12.00000
"2041",0.3992022872,11.00000
"2042",0.2202604264,7.00000
"2043",0.1706149429,5.00000
"2044",0.1685878485,11.00000
"2045",-0.1126361638,7.00000
"2046",0.1387030184,12.00000
"2047",0.1888259053,13.00000
"2048",0.1776538640,13.00000
"2049",0.1795782149,12.00000
"2050",0.1727017760,11.00000
"2051",0.1410433948,10.00000
"2052",0.1393455267,10.00000
"2053",0.1512283385,10.00000
"2054",0.1315902024,13.00000
"2055",0.1612462103,12.00000
"2056",0.0708315223,12.00000
"2057",0.1432603300,12.00000
"2058",0.4489119053,8.00000
"2059",0.1523043215,11.00000
"2060",0.1063038930,8.00000
"2062",0.1817469597,12.00000
"2063",0.2148552835,12.00000
"2064",0.1497648507,12.00000
"2065",0.1403329521,12.00000
"2066",0.2002469450,13.00000
"2067",0.1313517094,12.00000
"2068",0.2121438384,12.00000
"2069",0.2107753754,11.00000
"2070",0.1518185288,12.00000
"2071",0.2332586199,5.00000
"2072",0.1541818380,11.00000
"2074",0.0862255469,12.00000
"2075",0.1102595553,11.00000
"2076",0.1612181515,11.00000
"2077",0.1578815728,11.00000
"2078",0.1315631121,12.00000
"2079",0.1584507078,12.00000
"2080",0.1429222375,11.00000
"2081",0.1354849637,12.00000
"2082",0.1292034388,12.00000
"2083",0.1253407747,10.00000
"2084",0.1193688288,12.00000
"2085",0.1271528304,12.00000
"2086",0.3970780671,8.00000
"2087",0.4745728970,8.00000
"2088",0.1215886623,10.00000
"2090",0.0315331630,11.00000
"2091",0.1552048326,11.00000
"2092",0.3103691042,11.00000
"2093",0.1446549296,12.00000
"2094",0.1250732392,11.00000
"2095",0.1489136815,12.00000
"2096",0.1515722573,12.00000
"2097",0.1609445810,11.00000
"2098",0.1921335012,11.00000
"2099",0.1857666522,12.00000
"2100",0.1836065501,12.00000
"2101",0.1870252490,5.00000
"2102",0.1254115701,11.00000
"2103",0.2014745176,12.00000
"2104",0.1715576351,12.00000
"2105",0.1600597948,12.00000
"2106",0.0896138996,8.00000
"2107",0.0936608315,8.00000
"2108",0.1142899469,10.00000
"2109",0.0243352130,12.00000
"2112",0.2210708111,12.00000
"2113",0.2696353197,11.00000
"2114",0.1541114003,12.00000
"2115",0.1149064377,13.00000
"2116",0.1693835110,12.00000
"2117",0.2213645428,12.00000
"2118",0.1613595635,11.00000
"2119",0.1350944340,11.00000
"2120",0.1288523525,13.00000
"2121",0.1827388853,13.00000
"2122",0.5176329017,7.00000
"2123",0.3921235502,8.00000
"2124",0.1884678304,12.00000
"2125",0.1478177160,12.00000
"2126",0.2692914307,11.00000
"2127",0.0815524757,13.00000
"2128",0.1778590828,9.00000
"2129",0.1534359008,8.00000
"2130",0.1103913113,8.00000
"2131",0.1392972618,12.00000
"2132",0.2027679980,11.00000
"2133",0.1321357340,11.00000
"2134",0.1174417436,13.00000
"2135",0.1002041549,13.00000
"2136",0.1709432602,9.00000
"2137",0.1358530819,9.00000
"2138",0.1876983643,11.00000
"2139",0.2068477720,13.00000
"2140",0.3835330308,13.00000
"2141",0.2525568604,13.00000
"2142",0.2416185737,13.00000
"2143",0.0941296592,12.00000
"2144",0.2192124426,10.00000
"2147",0.1314281970,12.00000
"2148",0.1370151043,12.00000
"2149",0.1175455674,12.00000
"2150",0.2120456845,11.00000
"2151",0.2046286166,13.00000
"2152",0.3324695826,11.00000
"2153",0.1848578900,10.00000
"2154",-0.1410279423,6.00000
"2156",0.2114818245,12.00000
"2157",0.1631506234,10.00000
"2158",0.1799094975,10.00000
"2159",0.1235427782,12.00000
"2160",0.1350034177,12.00000
"2161",0.0730187893,10.00000
"2162",0.3788112104,12.00000
"2163",0.2938234806,11.00000
"2164",0.0721705854,11.00000
"2165",0.2846268117,11.00000
"2166",0.1666522771,11.00000
"2167",-0.1467902958,6.00000
"2169",0.2206260711,13.00000
"2170",0.2140861601,12.00000
"2171",0.1657843739,12.00000
"2172",0.0377447307,12.00000
"2173",0.1488177180,9.00000
"2174",0.2824454904,14.00000
"2175",0.2349957079,14.00000
"2176",0.3415368199,12.00000
"2177",0.1311363727,12.00000
"2178",0.1651066095,12.00000
"2179",0.1669537425,10.00000
"2180",0.1571251452,10.00000
"2181",0.1504737437,11.00000
"2182",0.1634863615,12.00000
"2183",0.2108578831,14.00000
"2184",0.1904663593,11.00000
"2185",0.2790524363,12.00000
"2186",0.3637167811,8.00000
"2187",0.2440202683,11.00000
"2188",0.1389331371,11.00000
"2189",0.2009069174,11.00000
"2190",0.1237532646,12.00000
"2191",0.1301688403,12.00000
"2192",0.1174956858,12.00000
"2193",0.0931618959,12.00000
"2194",0.1342041492,10.00000
"2195",0.1419695020,10.00000
"2196",0.1347310096,12.00000
"2197",0.2383480668,14.00000
"2198",0.3101873994,14.00000
"2199",0.1402565986,11.00000
"2200",0.1597800702,12.00000
"2201",0.2591266930,15.00000
"2202",0.1665058881,12.00000
"2203",0.1026024744,11.00000
"2204",0.1558379978,12.00000
"2205",0.2665159106,12.00000
"2206",0.0508848354,11.00000
"2207",0.1299733073,8.00000
"2208",0.2219877541,14.00000
"2209",0.2292661965,11.00000
"2210",0.1725667566,13.00000
"2211",0.4125599861,9.00000
"2212",0.0943876654,12.00000
"2213",0.2398414910,11.00000
"2214",0.2018652111,11.00000
"2216",0.1006681323,10.00000
"2217",0.0454520695,12.00000
"2218",0.0351365171,11.00000
"2219",0.1003591344,5.00000
"2220",0.0956812501,4.00000
"2221",0.1510085911,8.00000
"2222",0.2945640981,14.00000
"2223",0.2229114175,14.00000
"2224",0.3494006097,9.00000
"2225",0.2940647900,11.00000
"2226",0.1608391553,11.00000
"2227",0.1191679984,11.00000
"2228",0.1603992283,12.00000
"2229",0.2025387287,12.00000
"2230",0.1535194665,12.00000
"2231",0.0939054936,8.00000
"2232",0.0980286524,6.00000
"2233",0.1580649763,5.00000
"2234",0.1381205171,11.00000
"2235",0.1939814687,11.00000
"2236",0.1644621938,13.00000
"2237",0.2192728668,13.00000
"2238",0.1684264392,13.00000
"2239",0.3675722480,8.00000
"2240",0.1524951756,11.00000
"2241",0.1799700856,11.00000
"2242",0.1868503690,12.00000
"2245",0.1203028485,14.00000
"2246",0.2071471214,12.00000
"2247",0.1837262660,12.00000
"2248",0.1661446243,12.00000
"2249",0.1451144218,12.00000
"2250",0.1433604062,12.00000
"2251",0.0814343467,12.00000
"2252",0.1015855819,8.00000
"2253",0.3757106066,10.00000
"2254",0.3716276288,8.00000
"2255",0.1934790313,11.00000
"2256",0.2108484805,11.00000
"2257",0.2098819166,12.00000
"2258",0.1360203177,12.00000
"2259",0.1767016500,12.00000
"2260",0.5166918039,10.00000
"2261",0.1089838743,6.00000
"2262",0.1469980627,13.00000
"2263",0.2166994363,12.00000
"2264",0.2457316667,12.00000
"2265",0.2510402203,12.00000
"2268",0.0214576405,9.00000
"2269",0.1449920088,9.00000
"2270",0.2333429456,12.00000
"2271",0.3580426872,10.00000
"2272",0.1812829971,12.00000
"2273",0.1092466265,6.00000
"2274",0.0394868925,8.00000
"2275",0.2911334038,12.00000
"2276",0.3516454399,12.00000
"2277",0.4296421707,12.00000
"2278",0.2147950828,12.00000
"2279",0.4040780962,8.00000
"2280",0.1802769154,11.00000
"2281",0.0881322399,11.00000
"2282",0.2375180572,12.00000
"2283",0.2420780808,12.00000
"2284",0.1873367280,12.00000
"2285",0.1667422652,12.00000
"2286",0.1389955133,12.00000
"2287",0.1879822910,12.00000
"2288",0.1624481082,12.00000
"2289",0.0991358161,3.00000
"2290",0.1053120047,10.00000
"2291",0.2931940556,12.00000
"2292",0.2114028633,13.00000
"2293",0.1600070149,13.00000
"2294",0.2432239652,13.00000
"2295",0.1731349230,12.00000
"2296",0.1704204827,12.00000
"2297",0.2807806432,12.00000
"2298",0.2320880592,12.00000
"2299",0.2854275703,10.00000
"2300",0.3354868293,9.00000
"2301",0.1018941849,12.00000
"2302",0.2213832438,12.00000
"2303",0.2436384708,10.00000
"2304",0.1217323318,11.00000
"2305",0.1043530703,4.00000
"2306",0.0968547761,4.00000
"2307",0.1004741788,9.00000
"2308",0.0665756837,10.00000
"2309",0.0895187482,8.00000
"2310",0.1336152852,13.00000
"2311",0.2443622947,14.00000
"2312",0.2715038359,12.00000
"2313",0.2975987494,11.00000
"2314",0.3958051801,9.00000
"2315",0.3590235412,9.00000
"2316",0.4318812490,9.00000
"2317",0.2336734682,11.00000
"2318",0.3043986261,12.00000
"2319",0.2165772915,10.00000
"2320",0.1314427406,12.00000
"2321",0.1769340485,12.00000
"2322",0.0948600247,5.00000
"2323",0.1081152037,9.00000
"2324",0.0879223868,6.00000
"2325",0.1166120470,3.00000
"2326",0.1266605556,13.00000
"2327",0.1960510910,14.00000
"2328",0.2614376545,15.00000
"2329",0.1692837626,13.00000
"2330",0.1928918958,11.00000
"2331",0.1735615730,11.00000
"2335",0.1673021466,11.00000
"2336",0.1598458141,11.00000
"2337",0.1217965782,13.00000
"2338",0.3635678589,10.00000
"2339",0.0693902373,7.00000
"2340",0.1441048086,6.00000
"2341",0.1671142131,12.00000
"2342",0.3173367679,12.00000
"2343",0.1568215638,13.00000
"2344",0.2119770944,13.00000
"2345",0.1432544291,12.00000
"2346",0.3932900131,9.00000
"2347",0.1796496362,15.00000
"2348",0.4800760150,9.00000
"2349",0.2450506538,11.00000
"2352",0.2144010067,11.00000
"2353",0.1114782170,7.00000
"2354",0.0794204474,10.00000
"2355",0.1495732516,7.00000
"2356",0.2431408465,12.00000
"2357",0.1513946801,13.00000
"2358",0.4319822490,10.00000
"2359",0.1578556597,13.00000
"2360",0.1957499534,11.00000
"2361",0.1671476066,11.00000
"2362",0.3416330218,11.00000
"2365",0.2301370799,12.00000
"2366",0.1954414100,12.00000
"2367",0.1747611463,11.00000
"2368",0.1562418044,11.00000
"2369",0.1440043300,11.00000
"2370",0.0610944889,13.00000
"2371",0.1179082766,12.00000
"2372",0.1050461531,6.00000
"2373",0.1190589964,3.00000
"2374",0.0872941539,5.00000
"2375",0.1596687138,8.00000
"2376",0.1346858889,6.00000
"2377",0.1610219181,12.00000
"2378",0.1710116565,12.00000
"2379",0.2922024131,12.00000
"2380",0.3833190501,11.00000
"2381",0.1754727364,13.00000
"2382",0.1869144589,13.00000
"2383",0.3232532442,9.00000
"2384",0.2713977694,11.00000
"2385",0.3044140935,11.00000
"2386",0.2029297501,11.00000
"2387",0.2156371027,11.00000
"2388",0.2316437960,10.00000
"2390",0.0599605404,12.00000
"2391",0.2478881925,12.00000
"2392",0.0654749498,11.00000
"2393",0.0916273519,9.00000
"2394",0.2061733007,12.00000
"2395",0.1738863587,13.00000
"2396",0.2627680302,14.00000
"2397",0.1878723502,16.00000
"2398",0.1958729625,12.00000
"2399",0.3326520920,8.00000
"2400",0.1030903533,10.00000
"2401",0.1815140396,11.00000
"2402",0.3075315654,10.00000
"2403",0.0490700305,12.00000
"2404",0.2091791034,12.00000
"2405",0.4108216465,11.00000
"2406",0.4259511530,10.00000
"2407",0.1798100918,11.00000
"2408",0.1176560000,5.00000
"2409",0.1786302477,12.00000
"2410",0.1903588921,13.00000
"2411",0.1432897299,12.00000
"2412",0.1504486352,11.00000
"2413",0.3869597614,11.00000
"2414",0.3695782125,10.00000
"2415",0.1417650282,12.00000
"2416",0.1856396794,11.00000
"2417",0.1710846573,12.00000
"2418",0.1209562719,13.00000
"2419",0.2123389542,12.00000
"2420",0.1123492569,7.00000
"2421",0.1727159321,8.00000
"2422",0.1408029348,6.00000
"2423",0.2003979087,13.00000
"2424",0.1955931485,12.00000
"2425",0.2577913105,12.00000
"2426",0.1506549418,11.00000
"2427",0.3213126957,11.00000
"2428",0.3249984682,11.00000
"2431",0.3258527815,11.00000
