ID,NDVI,TEMPERATURA
"932",0.0918541104,12.00000
"933",0.1759803146,10.00000
"934",0.1189304739,9.00000
"935",0.1484877616,8.00000
"936",0.2520677745,10.00000
"937",0.0771677569,5.00000
"938",0.1346137822,4.00000
"939",-0.0844476596,6.00000
"940",0.1525365114,8.00000
"941",0.4030637145,6.00000
"942",0.2425789386,8.00000
"943",-0.0873304009,5.00000
"946",0.1567654014,12.00000
"947",0.1229881048,8.00000
"948",0.1139231697,8.00000
"949",0.2949188650,10.00000
"950",0.3171922564,9.00000
"951",-0.0288228318,6.00000
"952",0.1571479291,5.00000
"953",0.1769500226,8.00000
"958",0.1008181199,12.00000
"959",0.1457045823,12.00000
"960",0.1241754293,8.00000
"961",0.1193164661,8.00000
"962",0.1616701037,5.00000
"963",0.2165239304,4.00000
"964",0.1799865961,6.00000
"965",-0.0972481519,6.00000
"966",0.1290398687,8.00000
"967",0.0851760879,7.00000
"968",0.0628987402,6.00000
"969",-0.0990288928,5.00000
"973",0.1351417899,12.00000
"974",0.0930275917,11.00000
"975",0.0911123529,10.00000
"976",0.1108239740,8.00000
"977",0.4285276532,7.00000
"978",-0.0619664863,7.00000
"979",0.0401868522,6.00000
"980",0.0370325334,6.00000
"981",0.3559084833,6.00000
"982",0.2962768376,7.00000
"983",0.3880861998,6.00000
"984",0.1768662334,6.00000
"985",-0.0048600179,5.00000
"991",0.0515225418,13.00000
"992",0.1419830918,12.00000
"993",0.0970962346,11.00000
"994",0.0919056833,10.00000
"995",0.1250634790,7.00000
"996",0.3779112101,7.00000
"997",0.2942420244,6.00000
"998",0.1104759201,5.00000
"999",0.0117459688,6.00000
"1000",0.4047841132,6.00000
"1001",0.1742841154,8.00000
"1002",0.1763586700,8.00000
"1003",0.1311976314,5.00000
"1004",-0.1091366336,5.00000
"1005",-0.1182639748,5.00000
"1009",0.0905844346,13.00000
"1010",0.0906268582,13.00000
"1011",0.1245935038,13.00000
"1012",0.1862965077,12.00000
"1013",0.1400482953,6.00000
"1014",0.1143055484,8.00000
"1015",0.1346652210,9.00000
"1016",0.3164596856,10.00000
"1017",0.4397871494,6.00000
"1018",0.3364891708,6.00000
"1022",0.2113233954,12.00000
"1023",0.1093562692,7.00000
"1024",0.3442949057,9.00000
"1025",0.3976547420,6.00000
"1026",0.2395735383,6.00000
"1027",0.0632411093,7.00000
"1028",0.2313272953,8.00000
"1029",-0.0274841432,5.00000
"1031",0.1542772204,12.00000
"1032",0.1205736697,8.00000
"1033",0.0993768275,5.00000
"1034",0.1695632935,12.00000
"1035",0.4487519562,9.00000
"1036",0.4116488099,6.00000
"1037",-0.0691976622,7.00000
"1038",0.0754621848,7.00000
"1039",0.3253924847,7.00000
"1040",0.2047110200,8.00000
"1041",-0.0039763190,5.00000
"1042",-0.0076568308,5.00000
"1047",0.1806720048,12.00000
"1048",0.1544387340,12.00000
"1049",0.3840682805,7.00000
"1050",0.4403662980,6.00000
"1051",0.4268028736,6.00000
"1052",0.4233925939,6.00000
"1053",0.3604246378,5.00000
"1054",0.1002169699,5.00000
"1055",0.0958059877,8.00000
"1056",-0.0617579892,6.00000
"1057",-0.0492791757,4.00000
"1062",0.1854676902,12.00000
"1063",0.4344174862,10.00000
"1064",0.4301039279,9.00000
"1065",0.3658973277,7.00000
"1066",0.0792041570,6.00000
"1067",0.0449154191,7.00000
"1068",-0.0597058646,6.00000
"1069",0.2229887098,4.00000
"1075",0.0938318819,12.00000
"1076",0.1157973409,7.00000
"1077",0.1145680174,6.00000
"1078",0.0974281728,3.00000
"1079",0.1201800257,7.00000
"1080",0.1448299587,10.00000
"1081",0.4423973560,9.00000
"1082",0.4913522601,7.00000
"1083",0.2170252800,7.00000
"1084",0.0086530289,6.00000
"1085",0.0521810018,6.00000
"1086",0.1528570205,6.00000
"1087",0.2132524997,6.00000
"1088",-0.0027604080,5.00000
"1089",-0.0699453577,6.00000
"1092",0.0781593919,12.00000
"1093",0.2050397098,12.00000
"1094",0.1435472369,12.00000
"1095",0.1152959839,7.00000
"1096",0.3743464649,8.00000
"1097",0.1888039261,6.00000
"1098",0.4331757426,6.00000
"1099",0.3060117364,6.00000
"1100",0.2278265804,5.00000
"1101",-0.0303734243,6.00000
"1102",0.4252724945,6.00000
"1103",0.0149677163,4.00000
"1108",0.1397558451,12.00000
"1109",0.0820581540,11.00000
"1110",0.2159627229,11.00000
"1111",0.1399286389,10.00000
"1112",0.1004130244,7.00000
"1113",0.2022556663,11.00000
"1114",0.3869760334,6.00000
"1115",0.4654688239,6.00000
"1116",0.1220831945,6.00000
"1117",-0.0246478878,5.00000
"1118",0.3592946231,5.00000
"1120",0.0859877840,12.00000
"1121",0.1385110468,12.00000
"1122",0.0582760461,7.00000
"1123",0.1138687208,2.00000
"1124",0.1904548854,11.00000
"1125",0.3851565123,7.00000
"1126",0.4130520523,6.00000
"1127",-0.0674930215,5.00000
"1128",0.4419774115,6.00000
"1129",0.1530532837,6.00000
"1130",0.1748441756,6.00000
"1131",0.2516991794,6.00000
"1132",0.4575937688,6.00000
"1133",0.4237664342,6.00000
"1134",0.0123686511,4.00000
"1137",0.1084527969,3.00000
"1138",0.1439179778,6.00000
"1139",-0.0336673334,5.00000
"1140",0.3695724905,6.00000
"1141",0.1707113832,7.00000
"1142",0.3587649167,6.00000
"1143",0.4381341934,6.00000
"1144",-0.0799046308,5.00000
"1145",0.0199817419,3.00000
"1146",0.1365825236,12.00000
"1147",0.1604404002,12.00000
"1148",0.3315862715,12.00000
"1149",0.1541832238,12.00000
"1150",0.1248768941,6.00000
"1151",0.3603043258,6.00000
"1152",0.1707863361,5.00000
"1153",0.2815669775,6.00000
"1154",0.2934917211,6.00000
"1155",0.0651094764,3.00000
"1157",0.1792542934,12.00000
"1158",0.0908169970,8.00000
"1159",0.1555825025,11.00000
"1160",0.1998078227,11.00000
"1161",0.1044389978,4.00000
"1162",0.4132750034,7.00000
"1163",0.2869432867,6.00000
"1164",0.3596327901,6.00000
"1165",0.1565467864,6.00000
"1166",-0.0543710031,5.00000
"1167",0.2440906912,6.00000
"1168",0.4649162292,6.00000
"1169",-0.0454120189,3.00000
"1170",0.1439249963,12.00000
"1171",0.1652217358,12.00000
"1172",0.1678259373,12.00000
"1173",0.4023618996,7.00000
"1174",0.4286794662,7.00000
"1175",0.0879202262,7.00000
"1176",0.1386094540,5.00000
"1177",0.4249176085,6.00000
"1178",0.4566003680,6.00000
"1179",0.2913892269,6.00000
"1182",0.3212480247,12.00000
"1183",0.1174764782,12.00000
"1184",0.1836893260,9.00000
"1185",0.1479840875,7.00000
"1186",0.4199935198,6.00000
"1187",-0.0806218162,7.00000
"1188",0.3583134115,6.00000
"1189",0.4662247598,6.00000
"1190",-0.0625364408,5.00000
"1193",0.3170765340,12.00000
"1194",0.2352996916,12.00000
"1195",0.2137165070,12.00000
"1196",0.2182244956,12.00000
"1197",0.2364882678,12.00000
"1198",0.2318566442,12.00000
"1199",0.1034752577,11.00000
"1200",0.1566071659,8.00000
"1201",0.1647955775,11.00000
"1202",0.1026231050,11.00000
"1203",0.2091250271,11.00000
"1204",0.1046749204,8.00000
"1205",0.1284247637,7.00000
"1206",0.1428265870,3.00000
"1207",0.4802596271,6.00000
"1208",-0.0845619589,5.00000
"1210",0.2405873686,12.00000
"1211",0.1074589118,4.00000
"1212",0.2743888795,11.00000
"1213",0.0736257210,11.00000
"1214",0.4013215005,7.00000
"1215",0.3691574633,6.00000
"1216",0.4152237773,6.00000
"1217",0.4306845069,6.00000
"1218",0.4990719557,6.00000
"1219",0.4168285728,5.00000
"1221",0.1426326931,11.00000
"1222",0.1448518783,12.00000
"1223",0.1426178515,11.00000
"1224",0.1007345244,7.00000
"1225",0.2039727271,11.00000
"1226",0.1757437140,4.00000
"1227",0.4485723972,6.00000
"1228",-0.0804040879,5.00000
"1230",0.3505550027,12.00000
"1231",0.1967223585,12.00000
"1232",0.2360812575,11.00000
"1233",0.1968519539,12.00000
"1234",0.1566024423,12.00000
"1235",0.1652482450,12.00000
"1236",0.2069657594,12.00000
"1237",0.1327273250,12.00000
"1238",0.1166748628,5.00000
"1239",0.2044648975,5.00000
"1240",0.4384266436,6.00000
"1241",0.4579001963,6.00000
"1242",0.4806364775,6.00000
"1244",0.1879275441,12.00000
"1245",0.1453360766,12.00000
"1246",0.1831408888,12.00000
"1247",0.1585659385,12.00000
"1248",0.0962521061,5.00000
"1249",0.2595636547,11.00000
"1250",0.4010243118,6.00000
"1251",-0.0622923002,5.00000
"1252",-0.0799122527,4.00000
"1253",0.2914761901,12.00000
"1254",0.1158012226,4.00000
"1255",0.4254615903,10.00000
"1256",0.1000633314,9.00000
"1257",0.1460220665,5.00000
"1258",0.4337945282,4.00000
"1259",0.2970135808,6.00000
"1260",0.2837285996,7.00000
"1261",0.4501081407,7.00000
"1262",0.4263899922,6.00000
"1263",0.4412986040,6.00000
"1264",0.4239553809,7.00000
"1265",0.4593306780,6.00000
"1266",0.4696879685,6.00000
"1267",0.1573565155,12.00000
"1268",0.1550798565,12.00000
"1269",0.0937810615,7.00000
"1270",0.5346862674,7.00000
"1271",0.4456255138,7.00000
"1272",0.4271026552,8.00000
"1273",0.4165904820,7.00000
"1274",-0.0707569346,5.00000
"1276",0.1979516447,9.00000
"1277",0.1511551142,12.00000
"1278",0.2063947022,12.00000
"1279",0.1239832863,7.00000
"1280",0.0929505602,5.00000
"1281",0.0604733005,5.00000
"1282",0.1181325167,11.00000
"1283",0.4985474050,7.00000
"1284",0.3435733616,11.00000
"1285",0.5005189776,6.00000
"1286",0.2671333253,7.00000
"1287",0.2805856168,5.00000
"1288",0.4353249669,6.00000
"1289",-0.0465729348,4.00000
"1293",0.2388674915,12.00000
"1294",0.1568464786,12.00000
"1295",0.1617083699,12.00000
"1296",0.2000131607,12.00000
"1297",0.1977294236,11.00000
"1298",0.1426034719,11.00000
"1299",0.0816725120,3.00000
"1300",0.2710286379,11.00000
"1301",0.2717757225,9.00000
"1302",0.4038697183,8.00000
"1303",0.4779599607,8.00000
"1304",0.6087270379,8.00000
"1305",0.4082548320,7.00000
"1306",0.4054729640,8.00000
"1307",0.3931546509,6.00000
"1309",0.2441921085,12.00000
"1310",0.1633494645,12.00000
"1311",0.1634836197,12.00000
"1312",0.1481083930,12.00000
"1313",0.1517412961,12.00000
"1314",0.1415630579,11.00000
"1315",0.0948228613,3.00000
"1316",0.0954973325,11.00000
"1317",0.4780358076,7.00000
"1318",0.2867166102,11.00000
"1319",0.3631060421,9.00000
"1320",0.2642416358,7.00000
"1321",0.3670943975,6.00000
"1322",0.3238214254,4.00000
"1324",0.1800096780,11.00000
"1325",0.1321577132,11.00000
"1326",0.1169651523,5.00000
"1327",0.0707311183,3.00000
"1328",0.0644545779,2.00000
"1329",0.4265635908,8.00000
"1330",0.3953659236,9.00000
"1331",0.4379152954,8.00000
"1332",0.3055926263,6.00000
"1334",0.1546354890,10.00000
"1335",0.1314681917,10.00000
"1336",0.1410747468,4.00000
"1337",0.1093043760,2.00000
"1338",0.2649413645,10.00000
"1339",0.3901707232,9.00000
"1340",0.3410775363,10.00000
"1341",0.3567637205,8.00000
"1342",0.2599400282,9.00000
"1343",0.2959958315,11.00000
"1344",0.2955864668,9.00000
"1345",0.1233222783,7.00000
"1346",0.2961048186,5.00000
"1347",-0.1027119383,5.00000
"1349",0.1683917940,11.00000
"1350",0.1543680578,12.00000
"1351",0.0861177966,8.00000
"1352",0.1255298406,11.00000
"1353",0.4486903846,8.00000
"1354",0.2817192674,10.00000
"1355",0.4792059958,7.00000
"1356",0.0648879856,11.00000
"1357",0.2766367197,6.00000
"1358",0.1867641658,5.00000
"1359",0.2611581385,3.00000
"1361",0.1718721390,12.00000
"1362",0.1345170885,12.00000
"1363",0.1356645972,10.00000
"1364",0.1969393492,10.00000
"1365",0.1760383248,10.00000
"1366",0.0568119138,7.00000
"1368",0.1020957753,11.00000
"1369",0.4166370332,8.00000
"1370",0.2344044149,10.00000
"1371",0.4671965539,8.00000
"1372",0.3974906802,10.00000
"1373",0.1446696371,6.00000
"1374",0.4437161088,7.00000
"1375",0.3019623160,7.00000
"1377",0.3049452305,11.00000
"1378",0.1363773048,11.00000
"1379",0.1784111708,12.00000
"1380",0.1444244534,12.00000
"1381",0.1433693916,12.00000
"1382",0.0829479769,12.00000
"1383",0.1316477805,9.00000
"1384",0.0376310050,7.00000
"1385",0.2593270242,11.00000
"1386",0.4209732711,9.00000
"1387",0.5225250721,8.00000
"1388",0.4084668457,8.00000
"1389",0.4141916931,8.00000
"1390",0.4810159802,8.00000
"1391",0.4671465754,6.00000
"1392",0.2789722383,5.00000
"1393",-0.0914758444,5.00000
"1394",0.1687229574,12.00000
"1395",0.1933067888,12.00000
"1396",0.2401433736,10.00000
"1397",0.0385291949,9.00000
"1398",0.1109502986,4.00000
"1400",0.3778487742,8.00000
"1401",0.3793966472,10.00000
"1402",0.0065207458,6.00000
"1406",0.1490800530,12.00000
"1407",0.1390186250,12.00000
"1408",0.1057971045,10.00000
"1409",0.1243382543,8.00000
"1410",0.1513507068,10.00000
"1411",0.1252862662,10.00000
"1412",0.0476056039,12.00000
"1413",0.2597523928,11.00000
"1414",0.3805972934,8.00000
"1415",0.4581902623,8.00000
"1416",0.2164829522,10.00000
"1417",0.3310032189,10.00000
"1418",0.4360760450,10.00000
"1419",0.3447718620,9.00000
"1420",0.4584562778,7.00000
"1421",0.3206053376,11.00000
"1422",0.1411949992,12.00000
"1423",0.1834968477,12.00000
"1424",0.1919601709,8.00000
"1425",0.1276872605,9.00000
"1426",0.0474659801,10.00000
"1427",0.1028076261,4.00000
"1428",0.1272856146,2.00000
"1430",0.1834064871,12.00000
"1431",0.1938841194,11.00000
"1432",0.4771162272,8.00000
"1433",0.3273119330,11.00000
"1434",0.0511158407,7.00000
"1435",0.3824726343,6.00000
"1436",0.3442214131,6.00000
"1437",0.1324314326,3.00000
"1440",0.1491812766,10.00000
"1441",0.1100582704,7.00000
"1442",0.1824029684,10.00000
"1443",0.1130947620,3.00000
"1444",0.2645927668,2.00000
"1445",0.1880681813,10.00000
"1446",0.2061014473,11.00000
"1447",0.2592768967,11.00000
"1448",0.3436104953,11.00000
"1449",0.4924765825,8.00000
"1450",0.3102306128,11.00000
"1451",0.3321627974,10.00000
"1452",0.1483140141,8.00000
"1453",0.3912880719,6.00000
"1454",0.4457721412,6.00000
"1455",0.1380473673,3.00000
"1456",0.1623958945,7.00000
"1457",-0.0713197067,6.00000
"1459",0.2158380896,11.00000
"1460",0.1213755459,12.00000
"1461",0.1898681521,11.00000
"1462",0.1314504147,8.00000
"1463",0.1457167268,9.00000
"1464",0.1959165335,11.00000
"1465",0.0514612049,3.00000
"1467",0.2329018563,11.00000
"1468",0.1851748675,12.00000
"1469",0.1251215488,12.00000
"1470",0.0118559282,12.00000
"1471",0.1786200106,12.00000
"1472",0.2209747136,11.00000
"1473",0.4040849209,11.00000
"1474",0.4425933957,6.00000
"1475",0.1761818230,11.00000
"1476",0.1283497065,12.00000
"1477",0.1063021794,12.00000
"1478",0.1823251545,11.00000
"1479",0.1507609785,11.00000
"1480",0.1439531297,10.00000
"1481",0.3539305031,9.00000
"1482",0.4412898123,8.00000
"1483",0.0618932024,6.00000
"1484",0.3025872409,7.00000
"1486",0.1631781608,12.00000
"1487",0.0881686285,10.00000
"1488",0.0822473541,9.00000
"1489",0.0287441481,6.00000
"1490",0.1439834088,2.00000
"1491",0.1394977570,4.00000
"1492",0.1438995004,11.00000
"1493",0.1764484197,12.00000
"1494",0.1912635267,11.00000
"1495",0.3446950018,10.00000
"1496",0.4288093746,8.00000
"1497",-0.0838724300,5.00000
"1500",0.2777560651,11.00000
"1501",0.1693135202,11.00000
"1502",0.1566743702,12.00000
"1503",0.1627468318,12.00000
"1504",0.0908532143,13.00000
"1505",0.1534849852,12.00000
"1506",0.1061500683,8.00000
"1507",0.1709257811,2.00000
"1508",0.0767256096,7.00000
