VALUE,TEMP_rec
0.1746676862,12.00000
0.1609208733,13.00000
0.1937029064,13.00000
0.1308399439,4.00000
0.2611104846,4.00000
0.1474885344,11.00000
0.2039213180,12.00000
0.1520371437,12.00000
0.1555369943,12.00000
0.2949367464,11.00000
0.2167919427,13.00000
0.1439166218,12.00000
0.1467488408,12.00000
0.1845762581,13.00000
0.3169883192,11.00000
0.2205850035,13.00000
0.2139020115,11.00000
0.1610167027,12.00000
0.0845596790,11.00000
0.0687120110,11.00000
0.1865162849,12.00000
0.3908006251,11.00000
0.3233001530,12.00000
0.2986321151,12.00000
0.2845717072,11.00000
0.1692919135,11.00000
0.1356085539,11.00000
0.0530433245,10.00000
0.2291625291,13.00000
0.2299704254,11.00000
0.1675742120,11.00000
0.1957850009,11.00000
0.1828798950,12.00000
0.1158937439,13.00000
0.1566679329,12.00000
0.4136139751,10.00000
0.1776759922,12.00000
0.1827673614,11.00000
0.0814966708,10.00000
0.1484021843,13.00000
0.1652868986,12.00000
0.3127607405,10.00000
0.2295067012,12.00000
0.2427803129,13.00000
0.1134936735,12.00000
0.3240402639,11.00000
0.1732682884,11.00000
0.1431057453,12.00000
0.2027205080,12.00000
0.1320881546,12.00000
0.1460667551,12.00000
0.3401669562,12.00000
0.1566320658,11.00000
0.3677463531,9.00000
0.2209443748,13.00000
0.1523860842,12.00000
0.1646896452,13.00000
0.1714199036,11.00000
0.2185609341,11.00000
0.1751968563,12.00000
0.2173795849,12.00000
0.1465018839,12.00000
0.1380615234,12.00000
0.1309217662,13.00000
0.0795419216,11.00000
0.1294223070,12.00000
0.1752939373,11.00000
0.2113190889,12.00000
0.1172766537,11.00000
0.2097551227,11.00000
0.1566287279,12.00000
0.3520086706,10.00000
0.2647565007,12.00000
0.1495545655,12.00000
0.1603137106,10.00000
0.1574840397,10.00000
0.1610007882,11.00000
0.1180468872,12.00000
0.3458711207,10.00000
0.1657658815,11.00000
0.1631711721,12.00000
0.1121414229,11.00000
0.1668880880,13.00000
0.1367271841,12.00000
0.2120001316,13.00000
0.1163809449,11.00000
0.0352687910,12.00000
0.1167368442,9.00000
0.1214551777,7.00000
0.1362727881,7.00000
0.3467216790,11.00000
0.1646411270,12.00000
0.1304939687,13.00000
0.2559726834,12.00000
0.2843965292,11.00000
0.2247597277,12.00000
0.1326591968,12.00000
0.1244188175,12.00000
0.3393916786,11.00000
0.0825043097,10.00000
0.2107626200,11.00000
0.1392233521,11.00000
0.1295632571,12.00000
0.1741675139,12.00000
0.4281244874,10.00000
0.1405393481,12.00000
0.1288727671,12.00000
0.1462530941,12.00000
0.2751176357,11.00000
0.1556110382,13.00000
0.1436299533,11.00000
0.2049436718,11.00000
0.1022908091,13.00000
0.2568083107,13.00000
0.1355730444,11.00000
0.1720679998,10.00000
0.1316092014,12.00000
0.1470692605,12.00000
0.2109983861,12.00000
0.2196646184,11.00000
0.2108362764,12.00000
0.1369311065,12.00000
0.1404845864,12.00000
0.1387236565,13.00000
0.3181882501,10.00000
0.0259482916,10.00000
0.2207146734,12.00000
0.1338322014,12.00000
0.2235579342,12.00000
0.2199700177,13.00000
0.1636235565,13.00000
0.1067583263,11.00000
0.1464449316,11.00000
0.0811862946,12.00000
0.2310207784,13.00000
0.1203768998,13.00000
0.2285278887,14.00000
0.3304000199,11.00000
0.4230676293,10.00000
0.1267134696,12.00000
0.1419690847,12.00000
0.1612296403,11.00000
0.3339702487,10.00000
0.2323397547,12.00000
0.1599153429,12.00000
0.1399062127,11.00000
0.1794683337,11.00000
0.1662153155,13.00000
0.1852467060,12.00000
0.1466731280,12.00000
0.1554071754,12.00000
0.1568641365,7.00000
0.1380734593,5.00000
0.0910259634,12.00000
0.1168472916,12.00000
0.1735920459,12.00000
0.1295218766,13.00000
0.1300911903,11.00000
0.1042431071,6.00000
0.1857491434,13.00000
0.1584268659,13.00000
0.1612045765,12.00000
0.1556923091,11.00000
0.2206688374,12.00000
0.1393736154,11.00000
0.1671948582,12.00000
0.2111521065,12.00000
0.1181102395,12.00000
0.1974587143,12.00000
0.1816497296,13.00000
0.3109821975,13.00000
0.2677735090,9.00000
0.1407053024,10.00000
0.1382371038,13.00000
0.4207653999,11.00000
0.1660945713,12.00000
0.2512060106,12.00000
0.1531812698,12.00000
0.1664070189,13.00000
0.0235432237,10.00000
0.1516066492,4.00000
0.3350695372,12.00000
0.2848689854,12.00000
0.2791479528,12.00000
0.2004092932,5.00000
0.1836572737,9.00000
0.2834846675,12.00000
0.2982322872,12.00000
0.2291493118,11.00000
0.2433510274,11.00000
0.2015778571,10.00000
0.1618527025,10.00000
0.1261913478,12.00000
0.0889200568,12.00000
0.1465010196,8.00000
0.1183102876,10.00000
0.5087851882,10.00000
0.2280121148,12.00000
0.1550969034,13.00000
0.1650665402,13.00000
0.0638933107,9.00000
0.1740305871,8.00000
0.1539127082,13.00000
0.0742857158,11.00000
0.1587857455,12.00000
0.2197934538,11.00000
0.0926551595,13.00000
0.1880465150,12.00000
0.1682774127,12.00000
0.4906268120,11.00000
0.1543807387,12.00000
0.1607550085,12.00000
0.2088634074,12.00000
0.2172324210,10.00000
0.1591650695,8.00000
0.2200343758,12.00000
0.1942437291,12.00000
0.1846163422,12.00000
0.1524192095,13.00000
0.2202627361,12.00000
0.3251680434,10.00000
0.3275370598,11.00000
0.3450704217,12.00000
0.2310920358,11.00000
0.1991097182,12.00000
0.2139642835,13.00000
0.3876882791,10.00000
0.1746693253,13.00000
0.1535159946,8.00000
0.2225739956,11.00000
0.1767689735,12.00000
0.3937936127,11.00000
0.1831143796,12.00000
0.1742882580,12.00000
0.1498277187,12.00000
0.2550616860,12.00000
0.1489050537,8.00000
0.1278655380,12.00000
0.2713396847,12.00000
0.2596508861,12.00000
0.2536171079,11.00000
0.2769770324,12.00000
0.5131122470,9.00000
0.2329851389,11.00000
0.4113033414,11.00000
0.1477057487,12.00000
0.1485768855,9.00000
0.1384093910,12.00000
0.2630939484,11.00000
0.5010354519,9.00000
0.1387484074,11.00000
0.1898961514,10.00000
0.3750441372,11.00000
0.2069691271,9.00000
0.3617081344,10.00000
0.2056417316,12.00000
0.2110076249,12.00000
0.1447837204,12.00000
0.1509342939,12.00000
0.3341744244,10.00000
0.2477894574,10.00000
0.1826231927,11.00000
0.2168550938,8.00000
0.2156900167,13.00000
0.3711619675,11.00000
0.1508593261,8.00000
0.1792212278,10.00000
0.2476271391,11.00000
0.1363624930,8.00000
0.0731531531,11.00000
0.4257316887,9.00000
0.2140981257,12.00000
0.4776450694,10.00000
0.3129787743,11.00000
0.3009430170,12.00000
0.4588873684,9.00000
0.2351296097,12.00000
0.1703552753,10.00000
0.1719018072,11.00000
0.1258479357,11.00000
0.2150736749,13.00000
0.2404660433,8.00000
0.3024441004,11.00000
0.1972503513,10.00000
0.2871565819,10.00000
0.2708687186,12.00000
0.2356587797,10.00000
0.1337205172,7.00000
0.1285305470,8.00000
