VALUE,TEMP_rec
0.1891921163,9.00000
0.1695493162,13.00000
0.1650929451,13.00000
0.2811990976,11.00000
0.4586043656,8.00000
0.3338630199,10.00000
0.2027692795,11.00000
0.1458926499,8.00000
0.1842048913,10.00000
0.1689214110,11.00000
0.1263075471,6.00000
0.4282218814,10.00000
0.3773476183,9.00000
0.4469606578,9.00000
0.3171800673,12.00000
0.1316509992,10.00000
0.2930393219,10.00000
0.2853941619,10.00000
0.1581692547,11.00000
0.3132134378,10.00000
0.2003924996,12.00000
0.1487327814,12.00000
0.3670533299,10.00000
0.4527913332,8.00000
0.1238395870,3.00000
0.1510777026,7.00000
0.1307110637,3.00000
0.3018220663,10.00000
0.1368186325,6.00000
0.1263427287,3.00000
0.1293651611,2.00000
0.4367707670,9.00000
0.1464379579,10.00000
0.2895477712,10.00000
0.1837449372,12.00000
0.4722631574,8.00000
0.0988398120,8.00000
0.4358421862,9.00000
0.1859989464,12.00000
0.2465491444,8.00000
0.4126898646,10.00000
0.2762476504,10.00000
0.3612367213,9.00000
0.1537759006,4.00000
0.3636106253,9.00000
0.3536860943,11.00000
0.1766303480,13.00000
0.1620101631,9.00000
0.1788280457,9.00000
0.4572741389,9.00000
0.1181927249,10.00000
0.1584746689,6.00000
0.2806684077,12.00000
0.2183463275,8.00000
0.4163402319,10.00000
0.1959176958,8.00000
0.1373898238,8.00000
0.2963668704,7.00000
0.2546555996,12.00000
0.3683042526,10.00000
0.4243583083,9.00000
0.2057088763,7.00000
0.1568794102,9.00000
0.1421855688,8.00000
0.2211834490,6.00000
0.2349564731,9.00000
0.3521316349,6.00000
0.3812505007,8.00000
0.1665760726,7.00000
0.1831363142,9.00000
0.3105326593,13.00000
0.2677944005,7.00000
0.2941607237,9.00000
0.3155849278,7.00000
0.3365704119,10.00000
0.3033165634,10.00000
0.2624250948,9.00000
0.1895837337,5.00000
0.2115089744,8.00000
0.3548743725,10.00000
0.3579963446,12.00000
0.3544565439,10.00000
0.2974890768,10.00000
-0.0338061601,6.00000
0.1869114637,8.00000
0.3709129691,7.00000
0.3148807585,11.00000
0.2078708410,9.00000
0.3802097440,11.00000
0.1313679367,5.00000
0.2148449868,7.00000
0.2735906243,8.00000
0.3129951358,11.00000
0.4065404832,8.00000
0.4260509610,8.00000
0.3077728152,13.00000
-0.0468351208,6.00000
0.3100947142,11.00000
0.3565413952,8.00000
0.1511284858,4.00000
0.2815767527,7.00000
0.3414844572,8.00000
0.2405845523,8.00000
0.3689965308,8.00000
0.2572600842,11.00000
0.1149020195,6.00000
0.3678529859,8.00000
0.4095556736,11.00000
0.1317441612,8.00000
0.4023772776,9.00000
0.3282910883,11.00000
0.5352895260,7.00000
0.3362409174,6.00000
0.2682944238,11.00000
0.2162601650,6.00000
0.0995732024,1.00000
0.3300023675,11.00000
0.2550325394,12.00000
0.2375600487,8.00000
0.2553322017,8.00000
0.1516799182,3.00000
0.2172995061,8.00000
0.3821269572,8.00000
0.1839907169,6.00000
0.1507966816,7.00000
0.2130843401,6.00000
0.4827655256,11.00000
0.1169111580,1.00000
0.1657627076,5.00000
0.1196019575,1.00000
0.3453524709,9.00000
0.1386483312,5.00000
-0.0633970499,8.00000
0.2198888212,5.00000
0.3277991414,8.00000
0.2424905151,6.00000
0.1318210363,1.00000
0.1209129170,1.00000
0.2992367446,5.00000
0.1933349520,5.00000
0.0867314115,2.00000
0.2060258239,8.00000
0.1608972549,4.00000
0.5378096700,7.00000
0.5202831030,8.00000
0.0316677615,3.00000
0.1774607897,8.00000
0.2848111987,9.00000
0.3347729444,9.00000
0.4395608008,8.00000
0.0271623489,6.00000
0.2485215515,5.00000
0.1171119511,6.00000
0.2831222415,9.00000
0.2740173340,4.00000
0.2799263298,6.00000
0.4008257389,4.00000
0.3661943078,7.00000
0.1917094886,8.00000
0.4578736722,9.00000
0.3223775923,7.00000
0.2510855794,8.00000
0.4063065648,10.00000
