Coord.X	        Coord.Y
1316467.886	1811951.107
1316637.979	1812237.516
1316838.013	1812471.022
1317158.884	1812418.516
1317072.079	1812762.871
1317377.411	1812908.238
1317646.052	1813024.539
1317920.262	1812909.309
1318213.286	1813023.757
1318444.970	1813225.379
1318263.118	1813513.807
1318490.571	1813723.772
1318775.298	1813767.146
1319061.705	1813650.974
1319344.319	1813877.761
1319562.717	1814216.045
1319315.161	1814419.322
1319597.599	1814523.995
1319901.661	1814533.870
1320128.486	1814286.974
1320108.679	1813805.145
1320229.051	1813423.422
1320113.392	1813055.669
1319946.799	1812782.198
1319838.188	1812411.176
1319908.104	1812009.663
1320168.508	1811874.262
1320535.859	1812091.501
1320932.524	1812186.883
1321178.129	1811991.606
1321454.664	1811634.511
1321656.173	1811408.254
1321962.787	1811210.648
1322223.033	1811043.505
1322565.935	1810811.069
1322860.413	1810675.602
1323224.115	1810577.052
1323521.645	1810598.063
1323922.795	1810600.025
1324202.535	1810402.004
1324580.735	1810273.008
1324884.306	1810306.788
1325165.671	1810368.974
1325447.443	1810494.907
1325783.302	1810595.136
1326067.811	1810755.325
1326323.985	1810957.755
1326621.620	1811247.045
1326936.242	1811596.113
1327193.789	1811814.270
1327387.204	1812056.323
1327648.475	1812290.127
1327917.671	1812411.766
1328229.835	1812551.132
1328562.471	1812611.755
1328945.144	1812625.825
1329240.371	1812708.162
1329553.210	1812765.021
1329895.285	1812761.253
1330229.711	1812813.698
1330513.347	1812992.628
1330845.303	1813103.850
1331157.289	1813091.755
1331455.255	1813205.652
1331729.021	1813353.456
1338714.977	1814179.140
1348839.652	1815381.204
1353521.892	1816506.549
1353830.998	1816816.659
1354025.536	1817131.791
1354132.833	1817430.695
1354235.218	1817783.158
1354436.672	1818039.100
1354458.530	1818422.672
1354487.753	1819026.349
1354402.575	1819720.000
1354303.269	1820172.946
1354062.689	1820853.759
1353831.052	1821443.489
1353622.125	1822095.002
1353515.516	1822466.024
1353434.178	1822789.696
1353361.169	1823373.184
1353299.194	1823750.946
1353273.139	1824090.965
1353243.699	1824420.625
1353239.907	1824763.903
1353245.563	1825130.313
1353262.101	1825509.078
1353407.185	1825846.994
1353624.861	1826120.123
1353997.609	1826594.637
1354272.318	1826902.474
1354454.424	1827215.959
1354483.776	1827710.481
1354356.402	1828261.506
1354145.524	1828809.278
1354035.079	1829385.426
1354029.923	1829768.711
1354038.410	1830249.172
1353951.240	1830839.121
1353788.123	1831154.013
1353641.421	1831459.482
1353564.818	1831782.673
1353493.590	1832110.714
1353429.836	1832578.934
1353437.743	1832915.803
1353510.441	1833347.927
1353587.362	1833662.686
1353587.376	1834324.593
1353324.155	1834807.872
1353164.215	1835074.659
1353016.306	1835367.007
1352678.232	1835835.612
1352456.977	1836129.133
1352276.607	1836387.036
1351982.103	1837043.316
1351867.829	1837659.467
1351769.930	1838019.048
1351779.322	1838345.100
1351727.248	1838668.752
1351593.585	1838957.040
1351468.448	1839257.890
1351285.934	1839933.283
1351308.417	1840601.001
1351435.883	1841126.516
1351524.057	1841485.487
1351567.762	1841840.342
1351614.950	1842205.535
1351683.236	1842754.925
1351708.711	1843124.663
1351710.247	1843446.154
1351699.550	1843877.573
1351699.876	1844212.469
1351699.436	1844621.702
1351692.935	1844962.508
1351790.439	1845509.203
1351954.101	1845972.970
1352098.302	1846273.693
1352221.393	1846610.836
1352249.006	1846977.809
1352135.469	1847354.639
1351865.447	1847514.189
1351494.028	1847496.770
1351156.949	1847508.170
1350754.329	1847581.136
1350459.132	1847705.714
1350109.213	1847930.826
1349813.736	1848217.597
1349389.947	1848494.454
1349218.671	1848772.730
1349052.211	1849050.584
1348864.574	1849394.126
1348575.580	1849781.165
1348164.307	1850144.568
1347907.726	1850427.792
1347636.712	1850659.169
1347373.275	1850865.937
1347101.172	1851057.489
1346407.039	1851297.301
1346116.707	1851227.385
1345801.210	1851260.734
1345467.802	1851452.476
1345224.274	1851745.154
1344990.755	1852068.767
1344760.333	1852370.939
1344483.930	1852735.610
1344276.939	1852971.896
1344055.769	1853267.813
1343868.670	1853645.788
1343757.603	1853995.668
1343649.510	1854297.521
1343499.426	1854815.698
1343425.762	1855146.372
1343318.532	1855623.472
1343317.928	1856032.714
1343352.832	1856536.956
1343368.506	1856880.940
1343359.089	1857245.711
1343399.330	1857616.711
1343455.972	1858007.569
1343490.888	1858596.904
1343521.682	1858944.769
1343581.780	1859319.356
1343689.743	1859681.709
1343826.578	1860009.526
1344010.029	1860394.370
1344194.079	1860896.071
1344315.816	1861246.461
1344409.080	1861580.922
1344512.121	1861904.012
1344695.943	1862158.822
1344944.397	1862508.991
1345096.110	1862816.990
1345181.008	1863144.181
1345233.910	1863527.214
1345318.103	1864157.074
1345375.718	1864622.021
1345389.480	1865090.757
1345431.829	1865464.165
1345458.266	1865937.114
1345491.682	1866433.273
1345536.697	1866782.502
1345641.464	1867113.145
1345784.920	1867411.301
1345877.941	1867748.390
1345895.940	1868123.764
1345911.255	1868496.825
1345981.258	1868822.601
1346142.771	1869103.222
1346347.877	1869348.156
1346547.188	1869612.203
1346778.745	1869907.907
1347027.538	1870234.027
1347310.828	1870589.060
1347476.443	1870887.918
1347708.758	1871220.651
1347969.669	1871516.560
1348192.549	1871741.420
1348508.619	1871995.196
1348881.462	1872225.541
1349192.307	1872418.827
1349499.548	1872599.121
1349879.472	1872741.309
1350195.471	1872910.194
1350513.437	1873044.448
1350766.947	1873226.722
1350965.697	1873482.884
1351210.832	1873681.831
1351533.572	1873842.124
1351899.794	1873940.364
1352201.624	1874001.649
1352541.356	1874104.720
1352917.861	1874236.493
1353263.448	1874405.514
1353578.439	1874590.485
1353854.661	1874752.232
1354107.710	1874955.761
1354406.048	1875173.954
1354720.654	1875438.587
1354930.072	1875704.397
1354836.716	1876038.995
1354595.619	1876253.740
1354264.560	1876391.458
1353909.979	1876568.323
1353566.284	1876616.838
1353245.719	1876790.842
1353020.111	1877097.153
1353122.659	1877515.496
1353307.996	1877815.313
1353570.261	1878068.438
1353870.035	1878246.737
1354184.669	1878314.845
1354531.126	1878409.422
1354814.901	1878488.180
1355109.210	1878547.518
1355359.238	1878886.755
1355425.323	1879223.397
1355461.958	1879671.377
1355582.847	1880130.622
1355827.561	1880435.858
1356059.304	1880649.166
1356292.825	1880910.169
1356438.348	1881314.194
1356309.285	1881718.334
1356101.694	1882007.133
1355877.266	1882244.222
1355646.622	1882521.841
1355387.511	1882839.035
1355181.943	1883151.447
1354926.254	1883508.206
1354669.855	1883856.930
1354496.623	1884174.599
1354236.033	1884446.813
1353981.172	1884729.038
1353817.938	1884992.771
1353639.119	1885276.349
1353451.879	1885573.946
1353222.228	1885835.466
1353007.876	1886047.802
1352746.078	1886306.788
1352362.480	1886488.857
1352093.924	1886753.734
1351852.417	1887077.277
1351767.202	1887421.685
1351856.632	1887801.316
1351972.662	1888149.511
1352024.169	1888487.357
1352032.856	1888812.969
1352063.425	1889192.498
1352080.558	1889530.662
1352127.699	1889959.015
1352196.850	1890443.931
1352243.016	1890806.142
1352247.059	1891190.498
1352116.998	1891554.715
1351797.039	1891625.016
1351469.878	1891695.934
1351130.204	1891736.153
1350832.663	1891780.566
1350522.739	1891796.927
1350205.879	1891675.907
1349892.760	1891485.564
1349632.908	1891203.005
1349405.477	1890954.841
1349163.025	1890731.781
1348885.846	1890503.748
1348616.446	1890280.469
1348317.147	1890051.685
1348003.119	1890076.444
1347749.817	1890347.867
1347685.161	1890788.668
1347623.422	1891234.526
1347706.086	1891678.401
1347624.991	1892014.413
1347411.952	1892242.582
1347310.074	1892593.673
1347399.224	1892914.949
1347615.736	1893262.294
1347704.777	1893779.897
1347582.540	1894122.225
1347510.518	1894449.571
1347470.244	1894832.407
1347420.390	1895189.607
1347481.152	1895550.524
1347614.630	1895902.375
1347769.572	1896247.049
1348067.787	1896632.360
1348263.480	1896909.833
1348478.771	1897214.840
1348674.290	1897518.896
1348867.709	1897854.903
1349101.642	1898121.078
1349351.021	1898508.035
1349574.224	1898905.109
1349831.926	1899275.390
1350016.209	1899646.709
1350164.192	1900023.823
1350190.568	1900355.784
1350379.055	1900747.867
1350599.766	1901086.897
1350833.799	1901467.051
1351013.870	1901761.762
1351228.476	1902058.788
1351433.857	1902335.468
1351660.213	1902570.468
1352049.318	1902984.971
1352287.374	1903298.428
1352467.907	1903569.272
1352633.225	1903891.803
1352748.296	1904229.320
1352921.533	1904585.584
1353108.155	1904927.509
1353283.631	1905254.456
1353448.966	1905576.850
1353495.134	1905938.931
1353246.919	1906241.656
1353025.452	1906515.600
1352797.365	1906739.631
1352653.179	1907028.000
1352596.124	1907359.286
1352649.032	1907741.906
1352499.637	1908025.404
1352238.664	1908239.101
1351979.289	1908386.350
1351735.939	1908577.254
1351504.145	1908844.082
1351256.148	1909122.821
1351066.092	1909391.334
1350823.314	1909616.706
1350587.374	1909836.051
1350385.787	1910084.298
1350191.276	1910329.269
1350051.496	1910612.004
1349932.581	1910964.428
1349874.154	1911364.744
1349900.952	1911701.890
1350007.434	1912053.271
1350169.965	1912399.914
1350332.779	1912693.398
1350554.260	1913013.560
1350816.768	1913269.296
1351175.222	1913471.554
1351454.073	1913633.000
1351772.283	1913767.122
1352062.210	1913858.645
1352545.598	1914031.445
1352868.621	1914220.797
1353145.488	1914387.697
1353549.884	1914639.041
1353915.204	1914864.545
1354287.346	1915139.804
1354628.829	1915287.782
1355126.551	1915427.495
1355488.211	1915496.897
1355847.443	1915595.609
1356239.375	1915731.316
1356629.625	1915875.009
1356909.400	1916047.015
1357161.800	1916213.312
1357507.064	1916517.393
1357669.391	1916805.625
1357870.041	1917053.445
1358126.213	1917235.334
1358422.686	1917259.992
1358835.202	1917266.451
1359245.722	1917220.179
1359577.551	1917172.784
1359891.333	1917113.673
1360223.851	1917074.175
1360544.301	1917035.605
1360849.726	1917022.360
1361184.023	1916974.718
1361505.190	1916888.481
1361823.365	1916767.968
1362129.675	1916624.575
1362455.821	1916370.763
1362750.139	1916201.956
1363051.520	1916085.538
1363426.931	1916002.487
1363762.301	1915938.868
1364069.554	1915890.867
1364386.077	1915807.632
1364681.272	1915760.674
1365011.921	1915700.096
1365344.164	1915599.639
1365654.117	1915498.358
1365975.864	1915390.721
1366268.982	1915264.449
1366513.867	1915007.145
1366808.849	1914761.270
1367076.123	1914562.977
1367345.357	1914388.301
1367611.593	1914235.133
1367895.788	1914061.905
1368261.376	1913839.140
1368539.908	1913658.310
1368846.752	1913549.372
1369144.769	1913478.282
1369464.992	1913410.665
1369762.437	1913334.300
1370090.924	1913247.346
1370431.243	1913071.791
1370703.428	1912931.325
1370972.244	1912751.412
1371216.050	1912565.724
1371487.406	1912414.803
1371837.844	1912158.735
1372131.881	1911987.324
1372426.115	1911677.851
1372662.958	1911468.834
1372922.510	1911295.010
1373249.137	1911075.536
1373515.422	1910895.793
1373788.502	1910736.698
1374092.147	1910646.527
1374401.846	1910542.646
1374720.340	1910453.810
1375146.705	1910337.086
1375438.295	1910165.702
1375762.697	1909893.338
1376030.190	1909641.932
1376243.864	1909421.723
1376498.653	1909025.406
1376667.034	1908679.105
1376850.273	1908334.261
1377075.059	1908043.967
1377297.931	1907788.494
1377511.105	1907533.757
1377751.790	1907258.099
1378025.896	1907027.195
1378283.481	1906803.174
1378668.200	1906575.875
1379071.822	1906423.952
1379486.513	1906257.638
1379780.369	1906197.550
1380120.511	1906159.816
1380405.988	1906087.173
1380697.420	1906082.968
1380970.656	1906234.144
1381295.076	1906410.122
1381703.791	1906345.135
1382181.094	1906502.462
1382462.657	1906440.641
1382767.592	1906366.229
1383101.543	1906286.695
1383563.502	1906296.653
1384005.106	1906438.493
1384467.714	1906567.826
1384985.688	1906628.685
1385440.580	1906474.812
1385743.012	1906427.137
1386051.453	1906392.206
1386414.195	1906530.248
1386598.187	1906782.150
1386724.694	1907134.475
1387221.361	1907175.898
1387530.623	1907485.842
1387762.432	1907696.270
1387993.428	1907925.482
1388301.902	1908198.278
1388689.355	1908336.835
1388984.550	1908207.488
1389293.894	1908405.902
1389586.443	1908441.408
1389911.896	1908460.574
1390160.763	1908669.674
1390478.687	1908686.960
1390805.082	1908772.451
1390940.928	1909063.015
1391224.851	1909223.800
1391534.416	1909257.751
1391789.034	1909028.464
1392050.740	1908740.310
1392279.036	1908518.673
1392643.101	1908502.795
1392835.003	1908788.340
1393114.833	1908930.973
1393405.164	1909136.434
1393637.215	1909405.207
1393659.487	1909909.917
1393498.893	1910287.482
1393359.164	1910623.321
1393331.172	1911087.338
1393232.851	1911448.696
1393038.365	1911776.128
1392719.481	1912082.552
1392491.940	1912341.185
1392463.293	1912852.948
1392505.473	1913249.793
1392484.997	1913575.181
1392446.122	1913915.493
1392257.364	1914168.108
1392042.066	1914399.174
1391790.271	1914604.154
1391571.415	1914822.245
1391327.046	1915085.002
1391167.363	1915371.732
1391173.012	1915757.606
1391340.514	1916021.849
1391447.692	1916354.885
1391721.431	1916769.158
1391985.507	1916929.482
1392299.887	1917075.031
1392515.826	1917332.391
1392592.329	1917678.658
1392506.391	1918020.248
1392347.251	1918309.809
1392126.694	1918540.858
1391896.208	1918770.134
1391725.470	1919039.348
1391406.523	1919467.189
1391195.261	1919692.191
1390913.481	1920124.786
1390697.106	1920461.569
1390536.350	1920846.747
1390464.944	1921242.668
1390522.866	1921659.516
1390675.491	1921977.951
1390721.841	1922345.352
1390569.325	1922655.403
1390398.389	1922922.050
1390271.472	1923243.210
1390197.699	1923612.872
1390188.976	1924024.659
1390240.758	1924341.208
1390357.959	1924675.947
1390545.462	1925001.995
1390649.051	1925491.760
1390612.247	1925834.433
1390566.779	1926305.019
1390608.841	1926707.176
1390707.610	1927170.790
1390996.493	1927533.280
1391355.697	1927828.753
1391683.849	1928076.524
1391983.319	1928334.697
1392187.540	1928654.013
1392314.133	1929070.083
1392517.995	1929556.508
1392646.028	1929874.404
1392765.098	1930174.508
1392927.722	1930751.886
1393073.353	1931389.195
1393143.943	1931924.075
1393138.529	1932545.052
1393017.312	1932990.227
1392865.983	1933371.811
1392723.452	1933882.492
1392691.100	1934391.770
1392501.537	1934784.478
1392068.938	1935176.793
1391648.783	1935400.924
1391165.766	1935550.979
1390793.732	1935648.996
1390501.485	1935732.280
1390210.773	1935863.219
1389928.414	1936091.540
1389843.145	1936440.858
1389997.697	1936896.978
1390172.171	1937184.269
1390244.928	1937631.380
1390147.709	1938270.705
1389958.265	1938666.100
1389819.908	1938969.554
1389669.313	1939417.238
1389639.576	1939756.389
1389724.412	1940115.015
1389945.578	1940517.725
1390265.209	1940723.623
1390749.479	1940873.186
1391207.848	1941064.635
1391592.205	1941251.812
1391799.642	1941523.078
1391994.065	1941813.968
1392117.277	1942190.501
1392177.478	1942519.430
1392164.111	1942878.459
1392152.851	1943231.985
1392332.534	1943494.970
1392616.420	1943711.958
1392907.168	1943981.311
1393221.028	1944148.059
1393688.896	1944277.751
1394054.835	1944336.528
1394353.605	1944356.046
1394677.445	1944352.196
1394965.472	1944362.038
1395288.828	1944466.951
1395570.899	1944692.012
1395777.854	1945013.691
1395913.481	1945362.630
1395981.220	1945693.504
1396038.783	1946049.062
1396061.205	1946423.567
1396072.276	1946780.501
1396140.589	1947145.706
1396273.763	1947524.046
1396507.710	1947959.856
1396735.417	1948351.321
1396990.829	1948666.088
1397204.364	1948920.886
1397464.058	1949113.382
1397722.243	1948880.358
1398033.298	1948676.533
1398367.429	1948457.362
1398667.916	1948299.595
1399113.186	1948218.889
1399537.535	1948339.254
1399839.279	1948518.718
1400233.646	1948580.693
1400545.205	1948517.580
1400797.207	1948340.340
1400965.606	1947977.026
1401050.549	1947507.039
1401027.351	1947012.574
1401006.039	1946483.424
1401050.968	1946168.559
1401250.155	1945818.275
1401505.903	1945630.053
1401911.262	1945489.235
1402283.717	1945500.145
1402617.862	1945549.112
1402892.135	1945401.679
1403036.103	1944905.108
1403234.063	1944488.525
1403447.952	1944057.111
1403623.775	1943748.814
1403870.720	1943409.997
1404120.957	1943187.811
1404415.609	1942993.374
1404690.412	1942824.725
1404970.642	1942581.126
1405261.744	1942376.367
1405644.772	1942288.006
1405924.391	1942171.999
1406250.914	1942056.959
1406571.660	1941961.018
1406970.735	1941672.043
1407240.739	1941344.349
1407521.590	1940946.636
1407757.525	1940622.110
1408108.106	1940448.982
1408412.797	1940149.990
1408745.630	1939917.491
1409003.639	1939646.707
1409213.657	1939361.772
1409313.647	1939004.560
1409452.262	1938665.100
1409695.580	1938369.066
1410005.543	1938207.628
1410325.105	1938045.435
1410576.788	1937812.354
1410760.162	1937532.446
1411198.952	1937462.908
1411514.293	1937468.360
1411840.697	1937379.863
1412102.206	1937228.185
1412350.755	1936934.393
1412603.818	1936717.079
1412832.664	1936478.168
1413118.876	1936406.670
1413428.853	1936354.145
1413650.576	1935903.417
1413697.456	1935503.261
1413836.901	1935200.828
1414079.025	1934971.192
1414401.006	1934888.461
1414730.208	1934831.510
1414975.562	1934503.419
1415017.059	1934071.862
1414920.186	1933740.707
1414799.588	1933419.664
1414713.072	1933039.762
1414728.508	1932512.286
1414767.461	1932160.611
1414596.023	1931767.258
1414288.743	1931314.728
1414287.534	1930979.962
1414580.691	1930852.019
1414881.676	1930781.791
1415116.139	1930523.702
1415190.274	1930206.004
1415392.811	1929921.586
1415718.406	1929798.528
1416129.315	1929720.845
1416423.025	1929624.569
1416515.097	1929315.853
1416316.048	1928970.263
1416103.138	1928580.658
1415823.950	1928138.739
1415503.104	1927565.122
1415213.136	1927166.774
1414927.678	1927084.094
1414662.243	1926925.223
1414510.814	1926402.393
1414492.289	1925986.930
1414371.849	1925532.999
1414285.411	1925208.796
1414341.686	1924884.708
1414575.633	1924701.126
1414869.967	1924612.773
1415114.863	1924414.791
1415380.194	1924225.574
1415619.195	1923802.322
1415961.961	1923760.024
1416218.413	1923954.234
1416544.588	1924078.357
1416864.848	1923844.165
1417007.946	1923421.623
1416993.809	1922867.592
1416980.808	1922512.688
1416987.996	1922163.803
1417119.286	1921854.119
1417403.001	1921623.219
1417687.276	1921453.479
1417985.239	1921404.691
1418337.801	1921414.692
1418728.033	1921245.812
1419061.062	1921204.440
1419360.201	1921248.615
1419671.630	1921025.775
1419965.631	1921014.617
1420270.898	1921151.198
1420606.141	1921186.635
1420899.453	1921194.118
1421311.126	1921525.550
1421587.008	1921718.029
1421910.598	1921680.115
1422195.417	1921515.554
1422502.445	1921537.697
1422803.809	1921552.381
1423048.125	1921375.673
1423142.923	1920909.854
1423326.356	1920605.857
1423419.276	1920227.868
1423453.313	1919796.800
1423509.295	1919363.724
1423823.080	1919114.118
1424129.655	1919024.686
1424395.094	1919183.541
1424676.285	1919593.348
1425038.902	1919631.619
1425321.474	1919576.237
1425640.889	1919599.961
1425931.811	1919394.909
1426223.608	1919280.217
1426415.530	1919015.359
1426706.015	1918911.405
1426964.740	1918730.642
1427221.429	1918528.808
1427507.258	1918401.351
1427788.608	1918332.865
1428140.983	1918074.316
1428587.133	1917979.868
1428833.852	1918201.593
1428940.108	1918526.743
1429024.107	1918877.726
1429134.541	1919353.927
1429313.000	1919661.710
1429589.388	1919885.897
1429764.946	1920215.192
1429881.445	1920518.014
1429926.761	1920875.294
1429918.681	1921213.552
1430045.895	1921552.692
1430112.410	1922006.316
1429974.848	1922353.890
1430161.341	1922642.312
1430469.034	1922725.457
1430583.130	1922390.660
1430531.752	1922020.666
1430601.495	1921711.183
1430871.046	1921566.686
1431118.011	1921392.377
1431320.890	1921086.496
1431508.478	1920694.457
1431877.688	1920351.933
1432215.366	1920280.860
1432496.499	1920103.267
1432800.547	1920093.832
1433113.828	1920264.091
1433367.485	1920533.038
1433697.356	1920616.744
1434080.203	1920528.194
1434325.724	1920736.652
1434558.997	1920946.347
1434821.903	1920703.972
1434913.131	1920387.280
1435023.555	1919747.110
1435071.144	1919250.982
1435203.003	1918949.135
1435529.962	1918708.813
1435828.200	1918556.263
1436148.044	1918452.198
1436474.577	1918339.540
1436878.551	1918320.823
1437185.575	1918342.794
1437498.151	1918452.043
1437780.704	1918582.769
1438033.085	1918785.232
1438193.019	1919105.379
1438344.047	1919460.767
1438405.225	1919883.117
1438463.345	1920510.205
1438542.584	1921074.347
1438705.210	1921609.422
1438841.396	1921963.613
1439071.988	1922197.396
1439382.207	1922094.167
1439651.894	1921925.709
1439883.744	1921694.203
1440151.499	1921424.954
1440460.913	1921420.191
1440737.176	1921641.768
1440845.777	1921990.520
1440927.966	1922347.021
1441243.599	1922673.874
1441433.998	1923004.319
1441582.312	1923357.357
1441748.448	1923663.582
1441959.402	1923949.606
1442202.577	1924184.831
1442468.881	1924404.745
1442744.204	1924642.301
1443066.911	1924806.399
1443392.486	1925188.064
1443507.948	1925557.388
1443690.312	1925189.741
1443911.379	1924815.736
1444113.546	1924528.598
1444429.773	1924278.719
1444713.184	1924204.553
1445087.488	1924076.801
1445389.052	1923748.556
1445589.957	1923448.223
1445791.306	1923179.724
1445985.639	1922861.393
1446193.834	1922560.368
1446397.846	1922320.833
1446656.566	1922139.985
1446906.913	1921922.710
1447011.021	1921612.721
1446952.661	1921222.145
1446866.744	1920852.721
1446772.962	1920531.844
1446591.478	1920219.098
1446448.784	1919926.662
1446243.101	1919645.377
1446113.616	1919309.200
1446224.438	1918993.257
1446599.904	1918719.202
1446880.566	1918612.080
1447175.725	1918541.383
1447434.429	1918330.928
1447518.575	1917976.546
1447623.453	1917537.635
1447912.936	1917268.278
1448178.111	1917073.030
1448389.004	1916851.738
1448471.137	1916311.518
1448773.604	1916144.332
1449085.840	1916095.804
1449381.538	1916030.322
1449670.220	1915872.599
1449802.081	1915529.227
1449825.876	1915162.504
1449843.651	1914785.826
1449849.912	1914439.560
1449852.072	1914101.759
1449828.217	1913774.693
1449754.391	1913463.362
1449687.389	1913146.078
1449726.870	1912788.393
1449669.204	1912419.513
1449525.164	1912070.327
1449394.887	1911759.609
1449277.000	1911450.275
1449187.765	1911084.778
1448986.162	1910821.348
1448705.606	1910675.250
1448460.454	1910490.848
1448368.296	1910175.296
1448373.433	1909853.711
1448394.607	1909438.653
1448447.384	1909065.260
1448469.879	1908684.623
1448490.212	1908171.179
1448522.072	1907741.592
1448599.784	1907370.718
1448584.889	1907031.557
1448431.829	1906643.983
1448137.995	1906455.881
1447942.095	1906171.542
1447854.478	1905843.170
1447807.353	1905523.631
1447630.791	1905237.142
1447256.036	1904983.496
1446994.778	1904844.924
1446721.551	1904619.859
1446320.843	1904398.413
1446044.967	1904216.225
1445797.512	1903956.393
1445593.140	1903707.585
1445382.886	1903337.049
1445149.752	1903116.092
1444953.518	1902876.456
1444723.809	1902645.235
1444451.003	1902399.282
1444228.539	1902140.800
1443884.112	1901808.553
1443456.846	1901457.159
1443195.114	1901117.349
1443139.568	1900750.697
1443093.836	1900277.036
1442976.545	1899852.297
1442779.986	1899527.699
1442526.718	1899280.006
1442289.881	1898890.128
1442217.268	1898525.035
1442147.156	1898133.124
1441960.313	1897807.721
1441647.260	1897469.836
1441244.717	1897280.769
1440942.574	1897223.302
1440539.431	1897135.291
1440276.069	1896992.044
1440049.644	1896582.544
1439801.647	1896177.575
1439625.323	1895723.787
1439627.780	1895293.349
1439792.610	1895028.794
1440014.240	1894796.205
1439944.635	1894436.107
1439684.635	1894141.228
1439717.593	1893777.077
1439671.024	1893428.135
1439653.194	1893071.330
1439617.831	1892684.240
1439564.661	1892181.925
1439182.013	1891698.955
1438742.231	1891369.909
1438447.108	1891282.613
1437992.551	1891167.376
1437648.827	1891219.918
1437282.792	1891107.124
1436986.254	1891057.153
1436643.205	1891061.867
1436302.476	1891092.831
1436017.476	1890954.155
1435794.129	1890738.120
1435548.799	1890415.213
1435178.447	1890255.142
1434825.319	1890096.133
1434534.450	1889785.263
1434082.509	1889510.491
1433724.482	1889404.970
1433321.788	1889428.282
1433007.178	1889475.501
1432692.144	1889626.330
1432390.351	1889706.921
1432062.657	1889664.925
1431775.980	1889481.241
1431654.525	1889171.041
1431684.922	1888804.449
1431812.574	1888455.617
1431984.278	1888158.451
1432257.348	1887870.799
1432554.009	1887652.529
1432945.015	1887420.482
1433385.435	1886950.235
1433508.934	1886662.794
1433580.659	1886265.894
1433513.155	1885794.063
1433443.840	1885303.663
1433468.019	1884842.108
1433466.860	1884210.152
1433612.059	1883649.801
1433834.113	1883233.938
1434160.814	1883103.255
1434451.876	1883148.465
1434650.667	1883390.633
1435007.191	1883265.160
1435140.123	1882921.080
1435269.720	1882566.780
1435378.807	1882094.699
1435458.489	1881758.057
1435623.621	1881363.236
1435781.008	1881099.201
1436058.129	1880909.331
1436381.631	1880906.419
1436699.749	1880951.868
1436992.488	1880906.573
1437322.527	1880921.654
1437601.200	1881045.075
1437864.127	1881371.708
1437836.737	1881690.240
1437793.524	1882076.599
1437872.409	1882404.154
1438126.033	1882574.853
1438267.081	1882856.887
1438348.634	1883213.208
1438627.038	1883307.378
1438846.143	1883691.101
1439115.207	1883844.513
1439335.687	1884055.598
1439498.595	1884388.658
1439575.384	1884718.927
1439691.533	1885050.871
1439649.698	1885453.032
1439807.972	1885842.351
1440088.525	1886039.883
1440372.513	1886167.956
1440652.993	1886445.256
1440713.675	1886814.107
1440707.910	1887181.124
1440892.527	1887509.482
1441153.796	1887738.023
1441470.378	1887658.659
1441726.440	1887882.356
1442021.118	1887805.009
1442306.628	1887948.973
1442617.906	1888079.908
1443010.376	1888105.276
1443302.067	1888155.698
1443610.710	1887989.513
1443911.414	1888057.703
1444148.196	1887803.485
1444283.980	1887513.890
1444581.940	1887448.558
1444730.983	1887799.481
1445051.460	1887782.229
1445367.468	1887837.525
1445664.570	1888012.031
1445759.996	1888344.911
1445959.609	1888663.606
1446120.414	1888986.594
1446262.395	1889295.605
1446361.643	1889641.526
1446532.213	1889963.365
1446426.248	1890300.253
1446609.572	1890559.401
1446880.330	1890763.488
1447201.114	1890748.827
1447267.386	1891130.398
1447368.575	1891515.886
1447336.950	1891857.765
1447368.330	1892189.857
1447563.574	1892535.614
1447815.271	1892789.769
1448046.918	1892995.616
1448368.470	1893146.049
1448625.455	1893380.969
1448909.357	1893682.046
1449175.665	1893844.075
1449442.900	1893992.603
1449782.072	1894101.140
1450187.844	1894143.591
1450472.764	1894228.843
1450839.436	1894318.267
1451142.538	1894366.903
1451438.873	1894376.285
1451753.261	1894279.828
1452162.849	1894335.167
1452471.815	1894233.998
1452777.319	1894237.068
1453073.015	1894353.057
1453358.725	1894062.728
1453635.373	1893914.498
1453815.169	1893622.599
1454095.686	1893532.603
1454390.475	1893414.337
1454678.483	1893437.959
1454884.287	1893159.220
1455071.322	1892911.822
1455304.237	1892677.934
1455583.239	1892484.242
1455858.645	1892392.031
1456071.893	1892091.184
1456394.425	1891980.336
1456672.430	1891664.172
1456893.924	1891439.529
1457241.551	1891355.331
1457506.173	1891232.421
1457876.163	1891217.558
1458068.931	1891494.307
1458375.572	1891665.016
1458662.894	1891704.698
1458839.898	1891972.507
1459094.932	1892143.756
1458992.307	1892442.957
1459300.084	1892467.070
1459605.828	1892539.227
1459942.701	1892581.410
1460232.774	1892421.041
1460521.479	1892383.337
1460779.486	1892716.586
1460996.733	1893014.580
1461276.892	1893145.634
1461613.605	1893163.750
1461726.129	1893539.995
1461820.777	1893865.082
1462019.126	1894170.377
1462042.123	1894492.820
1462285.527	1894691.923
1462489.056	1894932.796
1462502.466	1895280.176
1462806.170	1895445.863
1463086.279	1895329.279
1463348.941	1895547.475
1463617.641	1895730.423
1463925.218	1895639.909
1464225.792	1895710.150
1464429.112	1895431.525
1464780.802	1895384.126
1465092.535	1895263.952
1465353.337	1895016.203
1465651.121	1895060.092
1465995.449	1895170.571
1466304.021	1895290.420
1466592.605	1895543.002
1466810.420	1895329.447
1467100.019	1895254.318
1467329.944	1895039.382
1467679.986	1894909.533
